,sequence,session_id,speaker,content,Human,AI,Utterance ID
291,258,TalkBack.Year1.Benson.Fall.121019.xlsx,S,Can we show what we did,,,257
292,259,TalkBack.Year1.Benson.Fall.121019.xlsx,T,Yes you can use your whiteboard,,,258
293,260,TalkBack.Year1.Benson.Fall.121019.xlsx,T,Thank you guys lets give them a roller coaster,,,259
294,261,TalkBack.Year1.Benson.Fall.121019.xlsx,T,there you go,,,260
295,262,TalkBack.Year1.Benson.Fall.121019.xlsx,S,So David,,,261
296,263,TalkBack.Year1.Benson.Fall.121019.xlsx,S,Before Joel corrected me I wrote 240 right here because I thought 30 times 80 was 240 and then Joel told me that I had to add two extra zeros and the I got 2610,,,262
297,264,TalkBack.Year1.Benson.Fall.121019.xlsx,T,2610 is very different than 500something isnt,Keeping Everyone Together,Pressing for Accuracy,263
298,265,TalkBack.Year1.Benson.Fall.121019.xlsx,S,Before we did that David,,,264
299,266,TalkBack.Year1.Benson.Fall.121019.xlsx,S,When we put the extra zero to 240 he thought it was going be 405  but then he realized that it needed this,,,265
300,267,TalkBack.Year1.Benson.Fall.121019.xlsx,T,Can I draw the columns for you,,,266
301,268,TalkBack.Year1.Benson.Fall.121019.xlsx,T,See thats the problem when you dont have your numbers in columns there you go,,,267
302,269,TalkBack.Year1.Benson.Fall.121019.xlsx,S,So we did zero zero zero,,,268
303,270,TalkBack.Year1.Benson.Fall.121019.xlsx,T,up for me a little bit there you go,,,269
304,271,TalkBack.Year1.Benson.Fall.121019.xlsx,S,426  we got 2610,,,270
305,272,TalkBack.Year1.Benson.Fall.121019.xlsx,T,Give it a high thumbs up if you got 2610,Getting Students to Relate to Another's Ideas,,271
306,273,TalkBack.Year1.Benson.Fall.121019.xlsx,T,If you didnt get that if your high thumbs up isnt out do you realize what you needed to make it correct and accurate,Keeping Everyone Together,Pressing for Accuracy,272
307,274,TalkBack.Year1.Benson.Fall.121019.xlsx,T,Thank you guys for sharing lets give them,,,273
308,275,TalkBack.Year1.Benson.Fall.121019.xlsx,T,Thank you so much,,,274
309,276,TalkBack.Year1.Benson.Fall.121019.xlsx,T,All right lets look at your math journal page 130,,,275
310,277,TalkBack.Year1.Benson.Fall.121019.xlsx,T,Lets look at problem number two,,,276
311,278,TalkBack.Year1.Benson.Fall.121019.xlsx,T,With 34 on the bottom and 17 the side,,,277
312,279,TalkBack.Year1.Benson.Fall.121019.xlsx,T,This changes things a little bit because if we look at what we had before we had 20 and 34 it was easy to split our 34 into 30 plus 4,,,278
313,280,TalkBack.Year1.Benson.Fall.121019.xlsx,T,Whats different about our second number that were multiplying together,Pressing for Accuracy,Pressing for Reasoning,279
314,281,TalkBack.Year1.Benson.Fall.121019.xlsx,T,Clayton,Keeping Everyone Together,,280
315,282,TalkBack.Year1.Benson.Fall.121019.xlsx,S,Its twodigit numbers with no zeros,,,281
316,283,TalkBack.Year1.Benson.Fall.121019.xlsx,T,Yes its not just the multiple of 10 is it,Keeping Everyone Together,Revoicing,282
317,284,TalkBack.Year1.Benson.Fall.121019.xlsx,T,17 isnt a multiple of 10 is it,Keeping Everyone Together,Revoicing,283
318,285,TalkBack.Year1.Benson.Fall.121019.xlsx,S,No,,,284
319,286,TalkBack.Year1.Benson.Fall.121019.xlsx,T,Not a 10 20 30 40 easy number to multiply together so you might need to put that and create four boxes,,,285
320,287,TalkBack.Year1.Benson.Fall.121019.xlsx,T,Im actually going to move my 17 to the other side to make it a little bit easier,,,286
321,288,TalkBack.Year1.Benson.Fall.121019.xlsx,T,The 3 in 34 is worth what,Pressing for Accuracy,Pressing for Accuracy,287
322,289,TalkBack.Year1.Benson.Fall.121019.xlsx,S,,,,288
323,290,TalkBack.Year1.Benson.Fall.121019.xlsx,T,30 the 4 in 34 is worth what,Pressing for Accuracy,Pressing for Accuracy,289
324,291,TalkBack.Year1.Benson.Fall.121019.xlsx,S,,,,290
325,292,TalkBack.Year1.Benson.Fall.121019.xlsx,T,Zach what is the 1 in 17 worth,Pressing for Accuracy,Pressing for Accuracy,291
326,293,TalkBack.Year1.Benson.Fall.121019.xlsx,S,,,,292
327,294,TalkBack.Year1.Benson.Fall.121019.xlsx,T,on the top row,,,293
328,295,TalkBack.Year1.Benson.Fall.121019.xlsx,T,Jasper what is the 7 is 17 worth,Pressing for Accuracy,Pressing for Accuracy,294
329,296,TalkBack.Year1.Benson.Fall.121019.xlsx,S,Seven,,,295
330,297,TalkBack.Year1.Benson.Fall.121019.xlsx,T,Seven,Restating,Restating,296
331,298,TalkBack.Year1.Benson.Fall.121019.xlsx,T,I just have more multiplication problems to do now,,,297
332,299,TalkBack.Year1.Benson.Fall.121019.xlsx,T,Im going to kind of like what you guys were doing remember that weird table we had to use when we were doing weird math where you had to bring the two together,Keeping Everyone Together,,298
333,300,TalkBack.Year1.Benson.Fall.121019.xlsx,T,Right here in this box Im going to zoom this in as much as I can without making it too blurry,,,299
334,301,TalkBack.Year1.Benson.Fall.121019.xlsx,T,In this box right here what multiplication fact am I going to do,Pressing for Accuracy,Pressing for Accuracy,300
335,302,TalkBack.Year1.Benson.Fall.121019.xlsx,S,30 times 10,,,301
336,303,TalkBack.Year1.Benson.Fall.121019.xlsx,T,What is 30 times 10,Pressing for Accuracy,Pressing for Accuracy,302
337,304,TalkBack.Year1.Benson.Fall.121019.xlsx,S,,,,303
338,305,TalkBack.Year1.Benson.Fall.121019.xlsx,T,Not plus,,,304
339,306,TalkBack.Year1.Benson.Fall.121019.xlsx,T,Chandler,Keeping Everyone Together,,305
340,307,TalkBack.Year1.Benson.Fall.121019.xlsx,S,It is 130 oh no,,,306
341,308,TalkBack.Year1.Benson.Fall.121019.xlsx,T,30 times 10,Pressing for Accuracy,Pressing for Accuracy,307
342,309,TalkBack.Year1.Benson.Fall.121019.xlsx,S,,,,308
343,310,TalkBack.Year1.Benson.Fall.121019.xlsx,T,300 sir youre correct,Revoicing,Restating,309
344,311,TalkBack.Year1.Benson.Fall.121019.xlsx,T,In the box right below it what multiplication problem am I going to solve,Pressing for Accuracy,Pressing for Accuracy,310
345,312,TalkBack.Year1.Benson.Fall.121019.xlsx,T,Joel,Keeping Everyone Together,,311
347,313,TalkBack.Year1.Benson.Fall.121019.xlsx,S,30 times 7,,,312
348,314,TalkBack.Year1.Benson.Fall.121019.xlsx,T,What is 30 times 7,Pressing for Accuracy,Pressing for Accuracy,313
349,315,TalkBack.Year1.Benson.Fall.121019.xlsx,T,David,Keeping Everyone Together,,314
350,316,TalkBack.Year1.Benson.Fall.121019.xlsx,S,,,,315
351,317,TalkBack.Year1.Benson.Fall.121019.xlsx,T,I have more multiplication problems to solve,,,316
352,318,TalkBack.Year1.Benson.Fall.121019.xlsx,T,What is 4 times 10,Pressing for Accuracy,Pressing for Accuracy,317
353,319,TalkBack.Year1.Benson.Fall.121019.xlsx,S,,,,318
354,320,TalkBack.Year1.Benson.Fall.121019.xlsx,T,Joel,Keeping Everyone Together,,319
356,321,TalkBack.Year1.Benson.Fall.121019.xlsx,S,4 times 10 is 40,,,320
357,322,TalkBack.Year1.Benson.Fall.121019.xlsx,T,40 and then whats the multiplication problem for this last box,Pressing for Accuracy,Pressing for Accuracy,321
358,323,TalkBack.Year1.Benson.Fall.121019.xlsx,T,Josh,Keeping Everyone Together,,322
359,324,TalkBack.Year1.Benson.Fall.121019.xlsx,S,7 times 4,,,323
360,325,TalkBack.Year1.Benson.Fall.121019.xlsx,T,7 times 4 which is,Pressing for Accuracy,Pressing for Accuracy,324
361,326,TalkBack.Year1.Benson.Fall.121019.xlsx,S,,,,325
362,327,TalkBack.Year1.Benson.Fall.121019.xlsx,T,Just 28 because there are no extra zeros just 28,Revoicing,,326
363,328,TalkBack.Year1.Benson.Fall.121019.xlsx,T,Now Im going to add up all these products small products that I got in the middle of my boxes Im going to add all those together,,,327
364,329,TalkBack.Year1.Benson.Fall.121019.xlsx,T,I have to do 3002104028,,,328
365,330,TalkBack.Year1.Benson.Fall.121019.xlsx,T,Is this going to be really important for you to line up your places properly,Keeping Everyone Together,,329
366,331,TalkBack.Year1.Benson.Fall.121019.xlsx,S,Yes,,,330
367,332,TalkBack.Year1.Benson.Fall.121019.xlsx,T,Yes make sure all your ones are lined up all your tens are lined up all your 100 are lined up,,,331
368,333,TalkBack.Year1.Benson.Fall.121019.xlsx,T,Im going to let you solve that real quick,,,332
369,334,TalkBack.Year1.Benson.Fall.121019.xlsx,T,Thumbs up when you have the,Keeping Everyone Together,,333
370,335,TalkBack.Year1.Benson.Fall.121019.xlsx,T,Brant what did you get,Pressing for Accuracy,Pressing for Accuracy,334
371,336,TalkBack.Year1.Benson.Fall.121019.xlsx,S,,,,335
372,337,TalkBack.Year1.Benson.Fall.121019.xlsx,T,578 anyone get something different,Getting Students to Relate to Another's Ideas,Getting Students to Relate to Another's Ideas,336
373,338,TalkBack.Year1.Benson.Fall.121019.xlsx,T,Joel what did you get,Pressing for Accuracy,Pressing for Accuracy,337
374,339,TalkBack.Year1.Benson.Fall.121019.xlsx,S,I thought 378,,,338
375,340,TalkBack.Year1.Benson.Fall.121019.xlsx,S,Oh I see that,,,339
376,341,TalkBack.Year1.Benson.Fall.121019.xlsx,T,You see what you got,Keeping Everyone Together,,340
377,342,TalkBack.Year1.Benson.Fall.121019.xlsx,T,Everyone else got 578,Keeping Everyone Together,,341
378,343,TalkBack.Year1.Benson.Fall.121019.xlsx,S,Yes,,,342
379,344,TalkBack.Year1.Benson.Fall.121019.xlsx,T,Go to the next box over,,,343
380,345,TalkBack.Year1.Benson.Fall.121019.xlsx,T,Were going to write this problem as 34 times 17,,,344
381,346,TalkBack.Year1.Benson.Fall.121019.xlsx,T,I want you to get used to going Oh yes oh yes oh yes oh yes,,,345
382,347,TalkBack.Year1.Benson.Fall.121019.xlsx,T,The reason why Im having you go here and here is because you have to multiply all the values times each other and it looks like this,,,346
383,348,TalkBack.Year1.Benson.Fall.121019.xlsx,T,Ill show you what I mean,,,347
384,349,TalkBack.Year1.Benson.Fall.121019.xlsx,T,What is the value of these three right here,Pressing for Accuracy,Pressing for Accuracy,348
385,350,TalkBack.Year1.Benson.Fall.121019.xlsx,S,,,,349
386,351,TalkBack.Year1.Benson.Fall.121019.xlsx,T,,,,350
387,352,TalkBack.Year1.Benson.Fall.121019.xlsx,T,I need to multiply that times the value of this digit right here which is,Pressing for Accuracy,Pressing for Accuracy,351
388,353,TalkBack.Year1.Benson.Fall.121019.xlsx,S,,,,352
389,354,TalkBack.Year1.Benson.Fall.121019.xlsx,T,10 Im done here,Revoicing,,353
390,355,TalkBack.Year1.Benson.Fall.121019.xlsx,T,Now Im going to take this value of this digit which was what,Pressing for Accuracy,Pressing for Accuracy,354
391,356,TalkBack.Year1.Benson.Fall.121019.xlsx,S,,,,355
392,357,TalkBack.Year1.Benson.Fall.121019.xlsx,T,30 and I have to multiply it here whats the value of this digit,Pressing for Accuracy,Pressing for Accuracy,356
393,358,TalkBack.Year1.Benson.Fall.121019.xlsx,S,Seven,,,357
394,359,TalkBack.Year1.Benson.Fall.121019.xlsx,T,Seven Im done with Uh uh I need to take the value of this digit what was that,Pressing for Accuracy,Restating,358
395,360,TalkBack.Year1.Benson.Fall.121019.xlsx,S,One,,,359
396,361,TalkBack.Year1.Benson.Fall.121019.xlsx,S,,,,360
397,362,TalkBack.Year1.Benson.Fall.121019.xlsx,T,Its worth 10,Revoicing,,361
398,363,TalkBack.Year1.Benson.Fall.121019.xlsx,T,I need to multiply here,,,362
399,364,TalkBack.Year1.Benson.Fall.121019.xlsx,T,Whats this digit worth,Pressing for Accuracy,Pressing for Accuracy,363
400,365,TalkBack.Year1.Benson.Fall.121019.xlsx,S,Four,,,364
401,366,TalkBack.Year1.Benson.Fall.121019.xlsx,S,Four,,,365
402,367,TalkBack.Year1.Benson.Fall.121019.xlsx,T,I need to do this last one,,,366
403,368,TalkBack.Year1.Benson.Fall.121019.xlsx,T,The value of this times this is,Pressing for Accuracy,Pressing for Accuracy,367
404,369,TalkBack.Year1.Benson.Fall.121019.xlsx,S,4 times 7,,,368
405,370,TalkBack.Year1.Benson.Fall.121019.xlsx,T,I can multiplytwodigitstimestwodigits,,,369
406,371,TalkBack.Year1.Benson.Fall.121019.xlsx,T,Okay,,,370
413,372,TalkBack.Year1.Benson.Fall.121019.xlsx,T,Once you get all your facts sorted out then you could find the answers to them and you add them all together,,,371
414,373,TalkBack.Year1.Benson.Fall.121019.xlsx,T,What is 3 times 1,Pressing for Accuracy,Pressing for Accuracy,372
415,374,TalkBack.Year1.Benson.Fall.121019.xlsx,S,Three,,,373
416,375,TalkBack.Year1.Benson.Fall.121019.xlsx,T,3 times 1 is 3 and I have two extra zeros on the end of that 73,Revoicing,Revoicing,374
417,376,TalkBack.Year1.Benson.Fall.121019.xlsx,T,What is 3 times 7,Pressing for Accuracy,Pressing for Accuracy,375
418,377,TalkBack.Year1.Benson.Fall.121019.xlsx,S,,,,376
419,378,TalkBack.Year1.Benson.Fall.121019.xlsx,S,,,,377
420,379,TalkBack.Year1.Benson.Fall.121019.xlsx,T,Along with an extra zero,,,378
421,380,TalkBack.Year1.Benson.Fall.121019.xlsx,T,10 times 4,,Pressing for Accuracy,379
422,381,TalkBack.Year1.Benson.Fall.121019.xlsx,S,,,,380
423,382,TalkBack.Year1.Benson.Fall.121019.xlsx,T,7 times 4,Pressing for Accuracy,Pressing for Accuracy,381
424,383,TalkBack.Year1.Benson.Fall.121019.xlsx,S,,,,382
425,384,TalkBack.Year1.Benson.Fall.121019.xlsx,T,Add them all together making sure all of your columns are appropriately lined up,,,383
426,385,TalkBack.Year1.Benson.Fall.121019.xlsx,T,I have a feeling youre going to get a very common answer with your,,,384
427,386,TalkBack.Year1.Benson.Fall.121019.xlsx,S,,,,385
428,387,TalkBack.Year1.Benson.Fall.121019.xlsx,T,again,,,386
429,388,TalkBack.Year1.Benson.Fall.121019.xlsx,S,,,,387
430,389,TalkBack.Year1.Benson.Fall.121019.xlsx,T,Do these two things match,Pressing for Accuracy,Pressing for Accuracy,388
431,390,TalkBack.Year1.Benson.Fall.121019.xlsx,S,Yes,,,389
432,391,TalkBack.Year1.Benson.Fall.121019.xlsx,T,You did was effective,,,390
433,392,TalkBack.Year1.Benson.Fall.121019.xlsx,T,Okay,,,391
440,393,TalkBack.Year1.Benson.Fall.121019.xlsx,T,Youre going to practice trying the partial product,,,392
441,394,TalkBack.Year1.Benson.Fall.121019.xlsx,T,It does not matter what order you do them in as long as all values get multiplied times each other,,,393
442,395,TalkBack.Year1.Benson.Fall.121019.xlsx,T,Never going straight across,,,394
443,396,TalkBack.Year1.Benson.Fall.121019.xlsx,T,We dont break 80 and 7 into Looks like this,,,395
444,397,TalkBack.Year1.Benson.Fall.121019.xlsx,T,Beside each other because thats part of your number,,,396
445,398,TalkBack.Year1.Benson.Fall.121019.xlsx,T,Just think about  Okay,Keeping Everyone Together,,397
446,399,TalkBack.Year1.Benson.Fall.121019.xlsx,T,Try it,,,398
447,400,TalkBack.Year1.Benson.Fall.121019.xlsx,T,If you get stuck imagine what youre doing thousands of numbers and we come look over here to  how they did it,,,399
448,401,TalkBack.Year1.Benson.Fall.121019.xlsx,T,Have at it,,,400
449,402,TalkBack.Year1.Benson.Fall.121019.xlsx,T,This is on your own,,,401
450,403,TalkBack.Year1.Benson.Fall.121019.xlsx,T,Okay,,,402
457,404,TalkBack.Year1.Benson.Fall.121019.xlsx,T,Yes you may have your snacks,,,403
458,405,TalkBack.Year1.Benson.Fall.121019.xlsx,S,I chew one or just,,,404
459,406,TalkBack.Year1.Benson.Spring.011320.xlsx,T,All right,,,0
463,407,TalkBack.Year1.Benson.Spring.011320.xlsx,T,Who did the fractions for 15,Keeping Everyone Together,,1
464,408,TalkBack.Year1.Benson.Spring.011320.xlsx,T,Liam tell me what you came up with,Pressing for Accuracy,Pressing for Accuracy,2
465,409,TalkBack.Year1.Benson.Spring.011320.xlsx,S,210 315 420 525,,,3
466,410,TalkBack.Year1.Benson.Spring.011320.xlsx,T,Howd you figure those out,Pressing for Accuracy,Pressing for Reasoning,4
467,411,TalkBack.Year1.Benson.Spring.011320.xlsx,T,What did you do,Pressing for Accuracy,Pressing for Reasoning,5
468,412,TalkBack.Year1.Benson.Spring.011320.xlsx,S,By doing 1  1,,,6
469,413,TalkBack.Year1.Benson.Spring.011320.xlsx,T,You added,Keeping Everyone Together,Revoicing,7
470,414,TalkBack.Year1.Benson.Spring.011320.xlsx,S,Yes I did,,,8
471,415,TalkBack.Year1.Benson.Spring.011320.xlsx,T,So you added on the top,,Revoicing,9
472,416,TalkBack.Year1.Benson.Spring.011320.xlsx,T,What did you do on the bottom,Pressing for Accuracy,Pressing for Reasoning,10
473,417,TalkBack.Year1.Benson.Spring.011320.xlsx,S,I counted by 5,,,11
474,418,TalkBack.Year1.Benson.Spring.011320.xlsx,T,You counted by 5,Revoicing,Revoicing,12
475,419,TalkBack.Year1.Benson.Spring.011320.xlsx,T,Bryce can you restate what you just heard Liam say,Keeping Everyone Together,Keeping Everyone Together,13
476,420,TalkBack.Year1.Benson.Spring.011320.xlsx,T,What did he do to get 210 and 315,Getting Students to Relate to Another's Ideas,Keeping Everyone Together,14
477,421,TalkBack.Year1.Benson.Spring.011320.xlsx,S,He added,,,15
478,422,TalkBack.Year1.Benson.Spring.011320.xlsx,T,He added what,Getting Students to Relate to Another's Ideas,Pressing for Accuracy,16
479,423,TalkBack.Year1.Benson.Spring.011320.xlsx,S,I didnt hear,,,17
480,424,TalkBack.Year1.Benson.Spring.011320.xlsx,T,You didnt hear him,Keeping Everyone Together,Revoicing,18
481,425,TalkBack.Year1.Benson.Spring.011320.xlsx,T,Liam will you please tell Bryce what you just said,Keeping Everyone Together,Keeping Everyone Together,19
482,426,TalkBack.Year1.Benson.Spring.011320.xlsx,T,I said that I did it 1  1  1 and then I did,Revoicing,Revoicing,20
483,427,TalkBack.Year1.Benson.Spring.011320.xlsx,T,Does that make sense to you how he would get those,Getting Students to Relate to Another's Ideas,Getting Students to Relate to Another's Ideas,21
484,428,TalkBack.Year1.Benson.Spring.011320.xlsx,T,Adding ones at the top but counting by fives at the bottom,Keeping Everyone Together,Revoicing,22
485,429,TalkBack.Year1.Benson.Spring.011320.xlsx,S,Yes,,,23
486,430,TalkBack.Year1.Benson.Spring.011320.xlsx,T,That makes sense to you,Getting Students to Relate to Another's Ideas,Revoicing,24
487,431,TalkBack.Year1.Benson.Spring.011320.xlsx,T,Katie does that make sense to you,Getting Students to Relate to Another's Ideas,Getting Students to Relate to Another's Ideas,25
488,432,TalkBack.Year1.Benson.Spring.011320.xlsx,S,Yes a little bit,,,26
489,433,TalkBack.Year1.Benson.Spring.011320.xlsx,T,Will that work with all fractions,Keeping Everyone Together,Pressing for Reasoning,27
490,434,TalkBack.Year1.Benson.Spring.011320.xlsx,S,No,,,28
491,435,TalkBack.Year1.Benson.Spring.011320.xlsx,T,Why does it work when we have a one at the top,Pressing for Reasoning,Pressing for Reasoning,29
492,436,TalkBack.Year1.Benson.Spring.011320.xlsx,S,Because one is a factor of everything,,,30
493,437,TalkBack.Year1.Benson.Spring.011320.xlsx,T,What did you say Maddox,Keeping Everyone Together,Keeping Everyone Together,31
